Unnamed: 0,time,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft
377,2017-01-02 07:25:00,896.13,919.36,-191.1,-209.49,867.54,-156.24
378,2017-01-02 07:30:00,872.47,918.75,-192.27,-209.9,852.1,-154.14
379,2017-01-02 07:35:00,903.59,920.93,-190.53,-207.38,872.87,-155.92
380,2017-01-02 07:40:00,868.85,914.65,-186.95,-207.6,846.5,-148.42
381,2017-01-02 07:45:00,889.15,918.17,-184.91,-197.63,861.98,-149.58
382,2017-01-02 07:50:00,901.3,928.2,-188.01,-207.68,872.02,-155.08
383,2017-01-02 07:55:00,881.96,927.45,-191.53,-205.21,857.62,-155.03
384,2017-01-02 08:00:00,892.43,934.11,-186.79,-207.01,870.4,-151.9
385,2017-01-02 08:05:00,902.32,933.54,-190.94,-205.94,871.49,-157.56
386,2017-01-02 08:10:00,878.92,935.78,-188.39,-206.19,859.96,-154.13
387,2017-01-02 08:15:00,895.4,941.16,-185.09,-201.76,871.78,-153.89
388,2017-01-02 08:20:00,901.59,937.86,-188.35,-205.58,868.17,-152.91
389,2017-01-02 08:25:00,884.86,940.81,-182.77,-197.28,863.65,-147.46
390,2017-01-02 08:30:00,916.45,940.06,-192.96,-212.63,876.67,-158.68
391,2017-01-02 08:35:00,874.8,936.9,-182.86,-198.23,854.67,-147.34
392,2017-01-02 08:40:00,910.98,937.86,-187.11,-201.7,876.34,-151.05
393,2017-01-02 08:45:00,873.22,934.77,-191.93,-202.92,851.92,-152.07
394,2017-01-02 08:50:00,905.51,940.51,-186.35,-197.33,874.64,-149.73
395,2017-01-02 08:55:00,882.05,937.92,-187.47,-206.16,860.11,-152.6
396,2017-01-02 09:00:00,898.1,941.48,-189.72,-202.91,874.34,-153.9
397,2017-01-02 09:05:00,871.73,940.25,-182.13,-193.42,860.27,-146.13
398,2017-01-02 09:10:00,916.72,942.64,-187.46,-200.69,888.19,-153.59
399,2017-01-02 09:15:00,883.24,945.32,-182.21,-196.1,873.61,-146.31
400,2017-01-02 09:20:00,893.77,941.68,-191.82,-200.59,868.85,-149.6
401,2017-01-02 09:25:00,878.79,939.07,-186.22,-199.26,864.97,-147.89
402,2017-01-02 09:30:00,891.94,940.02,-184.48,-204.71,874.96,-150.89
403,2017-01-02 09:35:00,898.74,942.87,-191.25,-214.05,875.73,-156.97
404,2017-01-02 09:40:00,869.12,942.68,-180.47,-196.2,857.36,-144.44
405,2017-01-02 09:45:00,901.03,942.23,-189.92,-210.82,879.08,-156.32
406,2017-01-02 09:50:00,872.91,932.45,-181.43,-194.84,858.95,-143.04
407,2017-01-02 09:55:00,904.27,939.93,-181.65,-195.15,885.62,-147.28
408,2017-01-02 10:00:00,873.56,934.56,-187.28,-203.04,862.77,-149.96
409,2017-01-02 10:05:00,898.19,940.3,-191.5,-205.15,886.01,-157.27
410,2017-01-02 10:10:00,895.14,936.81,-181.57,-205.37,877.53,-148.02
411,2017-01-02 10:15:00,877.96,939.82,-184.88,-203.32,873.96,-149.75
412,2017-01-02 10:20:00,906.95,936.07,-191.76,-210.29,887.14,-152.46
413,2017-01-02 10:25:00,902.89,945.08,-180.25,-197.46,899.06,-147.49
414,2017-01-02 10:30:00,897.99,943.39,-183.96,-197.03,890.56,-149.43
415,2017-01-02 10:35:00,876.01,945.58,-181.59,-192.87,880.15,-147.17
416,2017-01-02 10:40:00,909.52,944.76,-193.91,-203.42,896.19,-161.44
417,2017-01-02 10:45:00,878.1,946.11,-184.38,-201.26,879.83,-154.01
418,2017-01-02 10:50:00,910.96,950.51,-192.21,-210.6,898.17,-164.14
419,2017-01-02 10:55:00,871.44,947.68,-178.47,-188.87,872.47,-135.47
420,2017-01-02 11:00:00,916.48,954.95,-187.78,-200.37,899.06,-151.4
421,2017-01-02 11:05:00,878.28,949.19,-186.42,-200.66,872.25,-152.18
422,2017-01-02 11:10:00,910.15,952.54,-187.3,-195.58,892.18,-147.61
423,2017-01-02 11:15:00,885.16,949.25,-196.1,-206.4,870.74,-153.2
424,2017-01-02 11:20:00,899.78,951.08,-188.65,-197.67,883.22,-146.06
425,2017-01-02 11:25:00,886.83,943.44,-193.19,-205.14,872.16,-155.55
426,2017-01-02 11:30:00,899.66,951.25,-189.11,-191.65,886.03,-141.92
427,2017-01-02 11:35:00,890.51,943.19,-193.54,-205.33,873.27,-148.4
428,2017-01-02 11:40:00,902.45,946.79,-194.45,-203.79,886.94,-159.54
429,2017-01-02 11:45:00,877.67,936.21,-194.63,-209.34,865.64,-158.15
430,2017-01-02 11:50:00,875.77,933.98,-189.24,-200.12,867.28,-150.09
431,2017-01-02 11:55:00,889.75,931.11,-198.96,-212.27,872.26,-162.45
432,2017-01-02 12:00:00,886.09,934.71,-192.56,-204.27,876.49,-157.86
433,2017-01-02 12:05:00,910.84,933.59,-203.26,-218.22,889.15,-167.49
434,2017-01-02 12:10:00,876.72,938.66,-185.18,-200.16,869.99,-151.86
435,2017-01-02 12:15:00,920.58,940.42,-191.48,-205.28,897.11,-152.94
436,2017-01-02 12:20:00,874.44,937.22,-189.52,-199.49,868.82,-147.0
437,2017-01-02 12:25:00,909.94,941.59,-181.59,-195.4,894.23,-148.74
438,2017-01-02 12:30:00,890.06,937.85,-191.28,-209.34,877.47,-155.88
439,2017-01-02 12:35:00,876.98,940.47,-182.27,-190.95,872.97,-140.93
440,2017-01-02 12:40:00,908.95,940.87,-194.31,-210.7,891.77,-157.89
441,2017-01-02 12:45:00,871.54,934.67,-184.22,-198.3,870.72,-144.08
442,2017-01-02 12:50:00,906.92,943.21,-188.23,-203.62,897.5,-154.83
443,2017-01-02 12:55:00,880.17,936.87,-195.59,-213.57,874.55,-157.42
444,2017-01-02 13:00:00,895.44,940.05,-188.97,-201.44,889.08,-153.58
445,2017-01-02 13:05:00,901.58,941.49,-193.04,-203.64,888.93,-159.14
446,2017-01-02 13:10:00,876.3,939.44,-189.65,-198.16,875.57,-151.32
447,2017-01-02 13:15:00,909.52,939.07,-195.72,-215.16,895.37,-163.74
448,2017-01-02 13:20:00,891.55,947.34,-181.89,-195.55,891.24,-146.87
449,2017-01-02 13:25:00,909.54,945.41,-190.78,-191.5,897.04,-147.68
450,2017-01-02 13:30:00,875.44,946.04,-187.01,-194.98,879.09,-150.79
451,2017-01-02 13:35:00,912.14,948.37,-187.23,-200.61,899.99,-151.92
452,2017-01-02 13:40:00,880.55,947.32,-188.54,-199.34,879.37,-150.88
453,2017-01-02 13:45:00,907.5,948.65,-190.69,-205.12,894.96,-155.68
454,2017-01-02 13:50:00,875.01,939.11,-189.06,-191.85,871.75,-145.36
455,2017-01-02 13:55:00,899.62,945.71,-186.92,-197.19,891.29,-152.63
456,2017-01-02 14:00:00,893.77,943.36,-189.76,-203.48,879.68,-150.2
457,2017-01-02 14:05:00,881.36,943.51,-186.42,-189.07,877.82,-147.3
458,2017-01-02 14:10:00,900.96,937.23,-192.16,-203.94,885.31,-154.59
459,2017-01-02 14:15:00,881.02,942.75,-185.79,-191.33,878.84,-150.54
460,2017-01-02 14:20:00,913.01,944.51,-195.11,-203.72,896.01,-160.83
461,2017-01-02 14:25:00,875.02,944.15,-184.96,-190.58,877.07,-148.0
462,2017-01-02 14:30:00,920.14,945.64,-190.72,-194.97,903.21,-155.15
463,2017-01-02 14:35:00,871.89,942.37,-181.93,-182.9,878.12,-143.34
464,2017-01-02 14:40:00,915.53,954.14,-188.68,-199.83,904.71,-153.46
465,2017-01-02 14:45:00,886.53,948.09,-180.91,-187.18,888.71,-148.37
466,2017-01-02 14:50:00,910.37,952.0,-193.52,-201.74,899.66,-158.48
467,2017-01-02 14:55:00,887.8,951.75,-182.91,-187.03,888.95,-145.81
468,2017-01-02 15:00:00,896.82,947.71,-188.23,-189.56,888.34,-152.77
469,2017-01-02 15:05:00,913.98,955.38,-188.83,-192.14,906.32,-152.35
470,2017-01-02 15:10:00,890.56,954.65,-188.69,-192.9,892.86,-150.23
471,2017-01-02 15:15:00,925.96,956.22,-194.36,-207.17,908.09,-157.2
472,2017-01-02 15:20:00,901.83,957.26,-183.9,-187.22,900.62,-143.48
473,2017-01-02 15:25:00,897.39,955.69,-192.34,-196.16,893.56,-159.93
474,2017-01-02 15:30:00,898.6,953.79,-189.91,-190.65,893.08,-156.36
475,2017-01-02 15:35:00,890.3,952.51,-183.47,-188.73,889.31,-147.64
476,2017-01-02 15:40:00,897.54,951.74,-192.07,-196.36,892.86,-156.08
477,2017-01-02 15:45:00,898.5,954.0,-178.01,-176.91,897.7,-143.44
478,2017-01-02 15:50:00,892.95,953.2,-183.91,-192.61,892.04,-146.48
479,2017-01-02 15:55:00,890.94,953.93,-185.79,-190.16,889.62,-142.79
480,2017-01-02 16:00:00,931.19,962.98,-188.12,-200.94,916.88,-152.32
481,2017-01-02 16:05:00,915.72,966.48,-184.11,-190.75,911.9,-145.26
482,2017-01-02 16:10:00,911.67,968.69,-187.67,-190.73,903.92,-149.55
483,2017-01-02 16:15:00,916.94,971.34,-182.87,-190.66,911.57,-149.0
484,2017-01-02 16:20:00,900.54,969.58,-183.79,-184.03,897.49,-143.9
485,2017-01-02 16:25:00,885.72,961.28,-182.25,-189.15,881.81,-142.92
486,2017-01-02 16:30:00,923.36,967.78,-186.14,-190.16,909.47,-148.25
487,2017-01-02 16:35:00,885.31,963.55,-186.26,-186.75,884.6,-151.22
488,2017-01-02 16:40:00,920.69,962.23,-188.67,-192.68,902.95,-149.84
489,2017-01-02 16:45:00,905.84,962.56,-184.15,-196.04,896.16,-154.43
490,2017-01-02 16:50:00,888.57,959.54,-180.76,-202.36,881.14,-154.25
491,2017-01-02 16:55:00,897.52,958.69,-180.36,-193.6,885.14,-148.77
492,2017-01-02 17:00:00,890.14,956.07,-192.41,-202.3,875.46,-158.61
493,2017-01-02 17:05:00,899.86,957.56,-182.68,-182.29,889.74,-141.97
494,2017-01-02 17:10:00,898.83,950.42,-188.64,-186.38,878.37,-147.9
495,2017-01-02 17:15:00,886.95,948.16,-182.05,-176.41,878.48,-144.62
496,2017-01-02 17:20:00,917.52,947.81,-190.35,-185.06,891.11,-155.91
497,2017-01-02 17:25:00,908.04,957.67,-180.53,-170.27,895.74,-142.71
498,2017-01-02 17:30:00,921.35,961.74,-187.01,-178.48,901.26,-142.54
499,2017-01-02 17:35:00,913.75,964.42,-181.81,-177.84,895.75,-141.93
